Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"Tuberculosis","2023","Lincoln County, MO","29113","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lincoln County, MN","27081","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lincoln County, ME","23015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lincoln County, KY","21137","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lincoln County, KS","20105","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lincoln County, ID","16063","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lincoln County, GA","13181","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lincoln County, CO","08073","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lincoln County, AR","05079","Data suppressed","Data suppressed"
"Tuberculosis","2023","Limestone County, TX","48293","Data suppressed","Data suppressed"
"Tuberculosis","2023","Limestone County, AL","01083","Data suppressed","Data suppressed"
"Tuberculosis","2023","Licking County, OH","39089","Data suppressed","Data suppressed"
"Tuberculosis","2023","Liberty County, TX","48291","Data suppressed","Data suppressed"
"Tuberculosis","2023","Liberty County, MT","30051","Data suppressed","Data suppressed"
"Tuberculosis","2023","Liberty County, GA","13179","Data suppressed","Data suppressed"
"Tuberculosis","2023","Liberty County, FL","12077","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lexington County, SC","45063","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lexington City, VA","51678","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lewis County, WV","54041","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lewis County, WA","53041","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lewis County, TN","47101","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lewis County, NY","36049","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lewis County, MO","29111","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lewis County, KY","21135","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lewis County, ID","16061","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lewis And Clark County, MT","30049","Data suppressed","Data suppressed"
"Tuberculosis","2023","Levy County, FL","12075","Data suppressed","Data suppressed"
"Tuberculosis","2023","Letcher County, KY","21133","Data suppressed","Data suppressed"
"Tuberculosis","2023","Leslie County, KY","21131","Data suppressed","Data suppressed"
"Tuberculosis","2023","Leon County, TX","48289","Data suppressed","Data suppressed"
"Tuberculosis","2023","Leon County, FL","12073","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lenoir County, NC","37107","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lenawee County, MI","26091","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lemhi County, ID","16059","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lehigh County, PA","42077","8","2.1"
"Tuberculosis","2023","Leflore County, MS","28083","Data suppressed","Data suppressed"
"Tuberculosis","2023","Leelanau County, MI","26089","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lee County, VA","51105","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lee County, TX","48287","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lee County, SC","45061","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lee County, NC","37105","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lee County, MS","28081","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lee County, KY","21129","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lee County, IL","17103","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lee County, IA","19111","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lee County, GA","13177","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lee County, FL","12071","20","2.4"
"Tuberculosis","2023","Lee County, AR","05077","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lee County, AL","01081","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lebanon County, PA","42075","Data suppressed","Data suppressed"
"Tuberculosis","2023","Leavenworth County, KS","20103","Data suppressed","Data suppressed"
"Tuberculosis","2023","Leake County, MS","28079","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lea County, NM","35025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Le Sueur County, MN","27079","Data suppressed","Data suppressed"
"Tuberculosis","2023","Le Flore County, OK","40079","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lawrence County, TN","47099","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lawrence County, SD","46081","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lawrence County, PA","42073","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lawrence County, OH","39087","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lawrence County, MS","28077","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lawrence County, MO","29109","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lawrence County, KY","21127","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lawrence County, IN","18093","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lawrence County, IL","17101","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lawrence County, AR","05075","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lawrence County, AL","01079","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lavaca County, TX","48285","Data suppressed","Data suppressed"
"Tuberculosis","2023","Laurens County, SC","45059","Data suppressed","Data suppressed"
"Tuberculosis","2023","Laurens County, GA","13175","Data suppressed","Data suppressed"
"Tuberculosis","2023","Laurel County, KY","21125","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lauderdale County, TN","47097","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lauderdale County, MS","28075","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lauderdale County, AL","01077","Data suppressed","Data suppressed"
"Tuberculosis","2023","Latimer County, OK","40077","Data suppressed","Data suppressed"
"Tuberculosis","2023","Latah County, ID","16057","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lassen County, CA","06035","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lasalle Parish, LA","22059","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lasalle County, IL","17099","Data suppressed","Data suppressed"
"Tuberculosis","2023","Las Piedras Municipio, PR","72085","Data suppressed","Data suppressed"
"Tuberculosis","2023","Las Marías Municipio, PR","72083","Data suppressed","Data suppressed"
"Tuberculosis","2023","Las Animas County, CO","08071","Data suppressed","Data suppressed"
"Tuberculosis","2023","Larue County, KY","21123","Data suppressed","Data suppressed"
"Tuberculosis","2023","Larimer County, CO","08069","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lares Municipio, PR","72081","Data suppressed","Data suppressed"
"Tuberculosis","2023","Laramie County, WY","56021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Laporte County, IN","18091","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lapeer County, MI","26087","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lanier County, GA","13173","Data suppressed","Data suppressed"
"Tuberculosis","2023","Langlade County, WI","55067","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lane County, OR","41039","7","1.8"
"Tuberculosis","2023","Lane County, KS","20101","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lander County, NV","32015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lancaster County, VA","51103","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lancaster County, SC","45057","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lancaster County, PA","42071","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lancaster County, NE","31109","5","1.5"
"Tuberculosis","2023","Lampasas County, TX","48281","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lamoure County, ND","38045","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lamoille County, VT","50015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lamb County, TX","48279","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lamar County, TX","48277","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lamar County, MS","28073","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lamar County, GA","13171","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lamar County, AL","01075","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lake and Peninsula Borough, AK","02164","Data suppressed","Data not available"
"Tuberculosis","2023","Lake Of The Woods County, MN","27077","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lake County, TN","47095","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lake County, SD","46079","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lake County, OR","41037","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lake County, OH","39085","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lake County, MT","30047","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lake County, MN","27075","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lake County, MI","26085","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lake County, IN","18089","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lake County, IL","17097","19","2.7"
"Tuberculosis","2023","Lake County, FL","12069","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lake County, CO","08065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lake County, CA","06033","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lajas Municipio, PR","72079","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lagrange County, IN","18087","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lafourche Parish, LA","22057","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lafayette Parish, LA","22055","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lafayette County, WI","55065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lafayette County, MS","28071","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lafayette County, MO","29107","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lafayette County, FL","12067","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lafayette County, AR","05073","Data suppressed","Data suppressed"
"Tuberculosis","2023","Laclede County, MO","29105","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lackawanna County, PA","42069","Data suppressed","Data suppressed"
"Tuberculosis","2023","Lac Qui Parle County, MN","27073","Data suppressed","Data suppressed"
"Tuberculosis","2023","Labette County, KS","20099","Data suppressed","Data suppressed"
"Tuberculosis","2023","La Salle County, TX","48283","Data suppressed","Data suppressed"
"Tuberculosis","2023","La Plata County, CO","08067","Data suppressed","Data suppressed"
"Tuberculosis","2023","La Paz County, AZ","04012","Data suppressed","Data suppressed"
"Tuberculosis","2023","La Crosse County, WI","55063","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kossuth County, IA","19109","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kosciusko County, IN","18085","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kootenai County, ID","16055","Data suppressed","Data suppressed"
"Tuberculosis","2023","Koochiching County, MN","27071","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kodiak Island Borough, AK","02150","Data suppressed","Data not available"
"Tuberculosis","2023","Knox County, TX","48275","Data suppressed","Data suppressed"
"Tuberculosis","2023","Knox County, TN","47093","8","1.6"
"Tuberculosis","2023","Knox County, OH","39083","Data suppressed","Data suppressed"
"Tuberculosis","2023","Knox County, NE","31107","Data suppressed","Data suppressed"
"Tuberculosis","2023","Knox County, MO","29103","Data suppressed","Data suppressed"
"Tuberculosis","2023","Knox County, ME","23013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Knox County, KY","21121","Data suppressed","Data suppressed"
"Tuberculosis","2023","Knox County, IN","18083","Data suppressed","Data suppressed"
"Tuberculosis","2023","Knox County, IL","17095","Data suppressed","Data suppressed"
"Tuberculosis","2023","Knott County, KY","21119","Data suppressed","Data suppressed"
"Tuberculosis","2023","Klickitat County, WA","53039","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kleberg County, TX","48273","Data suppressed","Data suppressed"
"Tuberculosis","2023","Klamath County, OR","41035","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kittson County, MN","27069","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kittitas County, WA","53037","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kitsap County, WA","53035","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kit Carson County, CO","08063","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kiowa County, OK","40075","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kiowa County, KS","20097","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kiowa County, CO","08061","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kinney County, TX","48271","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kingsbury County, SD","46077","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kings County, NY","36047","186","7.3"
"Tuberculosis","2023","Kings County, CA","06031","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kingman County, KS","20095","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kingfisher County, OK","40073","Data suppressed","Data suppressed"
"Tuberculosis","2023","King William County, VA","51101","Data suppressed","Data suppressed"
"Tuberculosis","2023","King George County, VA","51099","Data suppressed","Data suppressed"
"Tuberculosis","2023","King County, WA","53033","109","4.8"
"Tuberculosis","2023","King County, TX","48269","Data suppressed","Data suppressed"
"Tuberculosis","2023","King And Queen County, VA","51097","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kimble County, TX","48267","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kimball County, NE","31105","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kidder County, ND","38043","Data suppressed","Data suppressed"
"Tuberculosis","2023","Keya Paha County, NE","31103","Data suppressed","Data suppressed"
"Tuberculosis","2023","Keweenaw County, MI","26083","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kewaunee County, WI","55061","Data suppressed","Data suppressed"
"Tuberculosis","2023","Ketchikan Gateway Borough, AK","02130","Data suppressed","Data not available"
"Tuberculosis","2023","Kershaw County, SC","45055","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kerr County, TX","48265","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kern County, CA","06029","23","2.5"
"Tuberculosis","2023","Keokuk County, IA","19107","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kenton County, KY","21117","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kent County, TX","48263","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kent County, RI","44003","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kent County, MI","26081","12","1.8"
"Tuberculosis","2023","Kent County, MD","24029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kent County, DE","10001","8","4.2"
"Tuberculosis","2023","Kenosha County, WI","55059","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kennebec County, ME","23011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kenedy County, TX","48261","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kendall County, TX","48259","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kendall County, IL","17093","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kenai Peninsula Borough, AK","02122","Data suppressed","Data not available"
"Tuberculosis","2023","Kemper County, MS","28069","Data suppressed","Data suppressed"
"Tuberculosis","2023","Keith County, NE","31101","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kearny County, KS","20093","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kearney County, NE","31099","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kay County, OK","40071","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kaufman County, TX","48257","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kauai County, HI","15007","5","6.8"
"Tuberculosis","2023","Karnes County, TX","48255","9","59.9"
"Tuberculosis","2023","Kankakee County, IL","17091","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kane County, UT","49025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kane County, IL","17089","12","2.3"
"Tuberculosis","2023","Kandiyohi County, MN","27067","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kanawha County, WV","54039","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kanabec County, MN","27065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kalkaska County, MI","26079","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kalawao County, HI","15005","Data suppressed","Data suppressed"
"Tuberculosis","2023","Kalamazoo County, MI","26077","Data suppressed","Data suppressed"
"Tuberculosis","2023","Juniata County, PA","42067","Data suppressed","Data suppressed"
"Tuberculosis","2023","Juneau County, WI","55057","Data suppressed","Data suppressed"
"Tuberculosis","2023","Juneau City and Borough, AK","02110","Data suppressed","Data not available"
"Tuberculosis","2023","Juncos Municipio, PR","72077","Data suppressed","Data suppressed"
"Tuberculosis","2023","Judith Basin County, MT","30045","Data suppressed","Data suppressed"
"Tuberculosis","2023","Juana Díaz Municipio, PR","72075","Data suppressed","Data suppressed"
"Tuberculosis","2023","Juab County, UT","49023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Josephine County, OR","41033","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jones County, TX","48253","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jones County, SD","46075","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jones County, NC","37103","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jones County, MS","28067","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jones County, IA","19105","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jones County, GA","13169","Data suppressed","Data suppressed"
"Tuberculosis","2023","Johnston County, OK","40069","Data suppressed","Data suppressed"
"Tuberculosis","2023","Johnston County, NC","37101","5","2.1"
"Tuberculosis","2023","Johnson County, WY","56019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Johnson County, TX","48251","Data suppressed","Data suppressed"
"Tuberculosis","2023","Johnson County, TN","47091","Data suppressed","Data suppressed"
"Tuberculosis","2023","Johnson County, NE","31097","Data suppressed","Data suppressed"
"Tuberculosis","2023","Johnson County, MO","29101","Data suppressed","Data suppressed"
"Tuberculosis","2023","Johnson County, KY","21115","Data suppressed","Data suppressed"
"Tuberculosis","2023","Johnson County, KS","20091","10","1.6"
"Tuberculosis","2023","Johnson County, IN","18081","Data suppressed","Data suppressed"
"Tuberculosis","2023","Johnson County, IL","17087","Data suppressed","Data suppressed"
"Tuberculosis","2023","Johnson County, IA","19103","Data suppressed","Data suppressed"
"Tuberculosis","2023","Johnson County, GA","13167","Data suppressed","Data suppressed"
"Tuberculosis","2023","Johnson County, AR","05071","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jo Daviess County, IL","17085","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jim Wells County, TX","48249","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jim Hogg County, TX","48247","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jewell County, KS","20089","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jessamine County, KY","21113","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jersey County, IL","17083","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jerome County, ID","16053","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jerauld County, SD","46073","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jennings County, IN","18079","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jenkins County, GA","13165","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson Parish, LA","22051","20","4.7"
"Tuberculosis","2023","Jefferson Davis Parish, LA","22053","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson Davis County, MS","28065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, WV","54037","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, WI","55055","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, WA","53031","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, TX","48245","27","10.7"
"Tuberculosis","2023","Jefferson County, TN","47089","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, PA","42065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, OR","41031","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, OK","40067","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, OH","39081","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, NY","36045","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, NE","31095","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, MT","30043","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, MS","28063","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, MO","29099","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, KY","21111","29","3.8"
"Tuberculosis","2023","Jefferson County, KS","20087","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, IN","18077","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, IL","17081","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, ID","16051","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, IA","19101","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, GA","13163","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, FL","12065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, CO","08059","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, AR","05069","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jefferson County, AL","01073","11","1.7"
"Tuberculosis","2023","Jeff Davis County, TX","48243","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jeff Davis County, GA","13161","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jayuya Municipio, PR","72073","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jay County, IN","18075","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jasper County, TX","48241","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jasper County, SC","45053","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jasper County, MS","28061","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jasper County, MO","29097","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jasper County, IN","18073","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jasper County, IL","17079","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jasper County, IA","19099","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jasper County, GA","13159","Data suppressed","Data suppressed"
"Tuberculosis","2023","James City County, VA","51095","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson Parish, LA","22049","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, WV","54035","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, WI","55053","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, TX","48239","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, TN","47087","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, SD","46071","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, OR","41029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, OK","40065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, OH","39079","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, NC","37099","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, MS","28059","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, MO","29095","16","2.2"
"Tuberculosis","2023","Jackson County, MN","27063","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, MI","26075","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, KY","21109","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, KS","20085","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, IN","18071","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, IL","17077","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, IA","19097","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, GA","13157","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, FL","12063","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, CO","08057","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, AR","05067","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jackson County, AL","01071","Data suppressed","Data suppressed"
"Tuberculosis","2023","Jack County, TX","48237","Data suppressed","Data suppressed"
"Tuberculosis","2023","Izard County, AR","05065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Itawamba County, MS","28057","Data suppressed","Data suppressed"
"Tuberculosis","2023","Itasca County, MN","27061","Data suppressed","Data suppressed"
"Tuberculosis","2023","Issaquena County, MS","28055","Data suppressed","Data suppressed"
"Tuberculosis","2023","Isle Of Wight County, VA","51093","Data suppressed","Data suppressed"
"Tuberculosis","2023","Island County, WA","53029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Isanti County, MN","27059","Data suppressed","Data suppressed"
"Tuberculosis","2023","Isabella County, MI","26073","Data suppressed","Data suppressed"
"Tuberculosis","2023","Isabela Municipio, PR","72071","Data suppressed","Data suppressed"
"Tuberculosis","2023","Irwin County, GA","13155","Data suppressed","Data suppressed"
"Tuberculosis","2023","Iroquois County, IL","17075","Data suppressed","Data suppressed"
"Tuberculosis","2023","Iron County, WI","55051","Data suppressed","Data suppressed"
"Tuberculosis","2023","Iron County, UT","49021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Iron County, MO","29093","Data suppressed","Data suppressed"
"Tuberculosis","2023","Iron County, MI","26071","Data suppressed","Data suppressed"
"Tuberculosis","2023","Irion County, TX","48235","Data suppressed","Data suppressed"
"Tuberculosis","2023","Iredell County, NC","37097","Data suppressed","Data suppressed"
"Tuberculosis","2023","Iowa County, WI","55049","Data suppressed","Data suppressed"
"Tuberculosis","2023","Iowa County, IA","19095","Data suppressed","Data suppressed"
"Tuberculosis","2023","Iosco County, MI","26069","Data suppressed","Data suppressed"
"Tuberculosis","2023","Ionia County, MI","26067","Data suppressed","Data suppressed"
"Tuberculosis","2023","Inyo County, CA","06027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Ingham County, MI","26065","5","1.8"
"Tuberculosis","2023","Indiana County, PA","42063","Data suppressed","Data suppressed"
"Tuberculosis","2023","Indian River County, FL","12061","6","3.5"
"Tuberculosis","2023","Independence County, AR","05063","Data suppressed","Data suppressed"
"Tuberculosis","2023","Imperial County, CA","06025","49","27.4"
"Tuberculosis","2023","Idaho County, ID","16049","Data suppressed","Data suppressed"
"Tuberculosis","2023","Ida County, IA","19093","Data suppressed","Data suppressed"
"Tuberculosis","2023","Iberville Parish, LA","22047","Data suppressed","Data suppressed"
"Tuberculosis","2023","Iberia Parish, LA","22045","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hyde County, SD","46069","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hyde County, NC","37095","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hutchinson County, TX","48233","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hutchinson County, SD","46067","Data suppressed","Data suppressed"
"Tuberculosis","2023","Huron County, OH","39077","Data suppressed","Data suppressed"
"Tuberculosis","2023","Huron County, MI","26063","Data suppressed","Data suppressed"
"Tuberculosis","2023","Huntington County, IN","18069","Data suppressed","Data suppressed"
"Tuberculosis","2023","Huntingdon County, PA","42061","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hunterdon County, NJ","34019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hunt County, TX","48231","Data suppressed","Data suppressed"
"Tuberculosis","2023","Humphreys County, TN","47085","Data suppressed","Data suppressed"
"Tuberculosis","2023","Humphreys County, MS","28053","Data suppressed","Data suppressed"
