Charity,Timestamp,id,viewCount,likeCount,favoriteCount,commentCount
Girl Scouts of the USA,1739258928.3236964,1nKaDnTa1Y4,8,0.0,0,
Chattanooga Free Store,1739258928.3236964,nGUz1vSgWsI,29,2.0,0,5.0
Legacy Youth Leadership,1739258928.3236964,19sMrqcuFz4,10,0.0,0,0.0
Legacy Youth Leadership,1739258928.3236964,qVdJZtr_1zs,23,0.0,0,0.0
Chris Wivholm Foundation,1739258928.3236964,BaoTrXPAYE0,36,2.0,0,0.0
Habibi.Works,1739258928.3236964,TysN0anTcHU,66,6.0,0,0.0
Greater Change Foundation,1739258928.3236964,uUgC8hTDw8I,14,1.0,0,1.0
Rainbow Trust Children's Charity,1739258928.3236964,tPuGP8BoKsI,131,5.0,0,2.0
Habibi.Works,1739258928.3236964,Q7aUOh_kf5Y,196,10.0,0,1.0
Seattle Humane Society,1739258928.3236964,CMW6QB-pfdA,40,0.0,0,0.0
Manchester True Collaborative,1739258928.3236964,aTdVVLXPYAc,28,2.0,0,3.0
ReliefAid,1739258928.3236964,dSG6nu4XAPQ,844,53.0,0,1.0
ReliefAid,1739258928.3236964,wGQ2DcycMNs,227,4.0,0,1.0
Herd and Flock Animal Sanctuary,1739258928.3236964,o5mbFcooXIg,14,0.0,0,0.0
Foundation for an Independent Tomorrow (FIT),1739258928.3236964,sabrxrhHND0,6,0.0,0,1.0
"Renesting Project, Inc.",1739258928.3236964,QS3SF_wkSiI,64,6.0,0,4.0
Campaign Against Living Miserably,1739258928.3236964,8IVxR8HOnV8,52,8.0,0,4.0
Habibi.Works,1739258928.3236964,_PCuOnUcDOU,149,6.0,0,0.0
The Trevor Project,1739258928.3236964,zfOIAd-NDfw,19,0.0,0,
St Raphael's Hospice,1739258928.5248203,s0XTtDoky1A,28,1.0,0,0.0
The Pet Fund,1739258928.5248203,D_2pLO7XNDw,49,5.0,0,4.0
Habibi.Works,1739258928.5248203,OvSLHDsNpZ4,180,9.0,0,0.0
APOPO Herorats,1739258928.5248203,ZA20UYZ8Gpc,31,6.0,0,3.0
The American Red Cross,1739258928.5248203,xDvaO_Keng8,20,0.0,0,0.0
Suubi Teen MOPS Uganda,1739258928.5248203,Al22z1VSfBI,202,15.0,0,
Burma Skincare Initiative,1739258928.5248203,DThjJNTS41E,14,0.0,0,
Thirst Project,1739258928.5248203,lBJ44ywglQI,10,0.0,0,0.0
Mastodon,1739258928.5248203,nRJQe18ranQ,58,4.0,0,0.0
Friends of Lackota Animal Sanctuary,1739258928.5248203,9rMTQdQG7FA,25,1.0,0,3.0
Survival International,1739258928.5248203,byqORhFkrJU,22,1.0,0,0.0
Habibi.Works,1739258928.5248203,QxpG88FymGs,134,9.0,0,0.0
Habibi.Works,1739258928.5248203,4DPdqkkPTqU,260,18.0,0,0.0
Other People Fund,1739258928.5248203,_BocnoTit-0,62,8.0,0,1.0
One Heart Project,1739258997.9648423,yxUFeqwxgug,27,0.0,0,0.0
Soul Bilíngue,1739258997.9648423,2qu2dJYfVQ0,6,0.0,0,0.0
The Savannah Children's Theatre,1739258997.9648423,9jTdIJpIPBM,14,0.0,0,1.0
Puzzle Pieces Squared,1739258997.9648423,nCXYThUOymQ,60,0.0,0,
Sembrando Esperanza (Reforest Ecuador),1739258997.9648423,FPIsg1ZWFrA,4,0.0,0,0.0
Pink Ribbon Good,1739258997.9648423,q-kL8x8KbuU,14,1.0,0,0.0
Haiti Partners,1739258997.9648423,RKZ7JtSBZHs,63,0.0,0,0.0
Mahim Aboli Foundation,1739258997.9648423,grqDjqXmK8g,19,2.0,0,
She's The First,1739258997.9648423,tB4L-S1BFsw,12,1.0,0,1.0
Pamoja Community-Based Organisation,1739258997.9648423,5mYVVoNAdcY,7,0.0,0,0.0
Kindness Begins with Me,1739258997.9648423,elTn8w-jAqk,7,0.0,0,0.0
Animal Wonders,1739258997.9648423,GQUdk1ElX4s,1879,365.0,0,28.0
Earth Hero,1739258997.9648423,AR5F9-9cDJg,16,2.0,0,0.0
People Against Landlord Abuse & Tenant Exploitation,1739258997.9648423,agH6GDy9-vE,91,6.0,0,2.0
National Abortion Federation,1739258997.9648423,KMq_1J3MqkA,33,2.0,0,0.0
Planet Reimagined,1739258997.9648423,iaJ6x5Ep3q0,9,1.0,0,0.0
Viral Vegans,1739258997.9648423,nvHojj_CM5M,30,1.0,0,1.0
THE HOSPICE CASA SPERANTEI FOUNDATION,1739258997.9648423,wxRSNsxmOII,18,1.0,0,0.0
LitShop,1739258997.9648423,SmYuRpnDxU4,15,1.0,0,0.0
Lost-N-Found Youth,1739258997.9648423,4UhTl8ngFbk,27,2.0,0,1.0
Viral Vegans,1739258997.9648423,tqfYLqy1o54,74,,0,4.0
Pamoja Community-Based Organisation,1739258997.9648423,TLH6WHCSj0E,12,2.0,0,0.0
Ocean Conservancy,1739258997.9648423,0AG0TA_UdQg,7,0.0,0,0.0
Veganuary,1739258997.9648423,ecFpndTEC_k,21,1.0,0,0.0
"Batten Disease Support, Research, and Advocacy Foundation",1739258997.9648423,vTuwMCRN9Xc,19,0.0,0,0.0
Queer Camp,1739258997.9648423,isxucovx1pw,23,3.0,0,
Exotic Animals Rescue and Pet Sanctuary,1739258997.9648423,OqwLvEBuPbo,21,1.0,0,0.0
Thirst Project,1739258997.9648423,ltj1huqGaIY,3,0.0,0,0.0
A Cat's Life Rescue,1739258997.9648423,TlJxTgNEaTE,26,1.0,0,0.0
Yoga and Sports for Refugees,1739258997.9648423,lQyP6uls5u0,25,4.0,0,0.0
Archaeology in the Community,1739258997.9648423,V6sIRYU8HME,8,1.0,0,0.0
DOSE Artist Collective,1739258997.9648423,wWz8EAYxxGc,10,0.0,0,0.0
SameSame,1739258997.9648423,kVBUzFZzhXE,6,0.0,0,0.0
Aquatic Life Institute,1739258997.9648423,yF-nJSQNvk8,60,6.0,0,2.0
UNRWA USA,1739258997.9648423,j4PJ4feHUS0,15,2.0,0,3.0
Viral Vegans,1739258997.9648423,LJxx8amBotU,194,33.0,0,1.0
A Moment of Magic Foundation,1739258997.9648423,Lq-WY80j_js,9,1.0,0,
Student Advocacy Center of Michigan,1739258997.9648423,W0hJGlggUT0,15,0.0,0,0.0
"International Fund for Animal Welfare, Inc.",1739258997.9648423,Mpa1JQxU5Is,3,0.0,0,0.0
New Incentives,1739258997.9648423,OqPp6XhG6ak,10,0.0,0,0.0
Camp Fatima of New Jersey,1739258997.9648423,6Y0CEUBB2EY,20,0.0,0,0.0
She's The First,1739258997.9648423,BAZNgpuLI1A,9,1.0,0,1.0
The Humane League,1739258997.9648423,rKyHMBIPD0M,91,3.0,0,0.0
Viral Vegans,1739258997.9648423,G6CDx-S1IVk,13,3.0,0,0.0
Fish Welfare Initiative,1739258997.9648423,86gOwygi7Q4,37,1.0,0,0.0
Animal Advocacy Africa,1739258997.9648423,0NsIM-UsNgk,10,0.0,0,0.0
Global Citizen Adventure Corps,1739258997.9648423,pKSI16X96go,8,0.0,0,0.0
Legacy Youth Leadership,1739258997.9648423,5sFc70TDr4w,8,1.0,0,0.0
Archaeology in the Community,1739258997.9648423,nBFxnDrfpUQ,6,1.0,0,0.0
Vida Plena,1739258997.9648423,_JNMCzqspsY,9,0.0,0,0.0
Family Promise of the Jersey Shore,1739258998.221562,BFKfcpBChyw,4,0.0,0,0.0
Habibi.Works,1739258998.221562,L5UbzlKEqqk,24,0.0,0,0.0
Wings of Rescue,1739258998.221562,in406LTN6tY,24,,0,0.0
Habibi.Works,1739258998.221562,ro7ofJaeD8M,9,1.0,0,0.0
Parkinson's UK,1739258998.221562,8ZtIQ03p1m4,13,0.0,0,0.0
MIND Research Institute,1739258998.221562,ddXf3uOj-3Y,16,0.0,0,0.0
ProVeg International,1739258998.221562,M6-61INs5eo,9,2.0,0,1.0
Art Meets Education,1739258998.221562,BCbI05varXY,16,0.0,0,0.0
EMU International Scholarship Fund,1739258998.221562,XW4vMSMoDVE,31,4.0,0,0.0
International Campaign to Abolish Nuclear Weapons,1739258998.221562,OeUEM5BWuo0,5,0.0,0,0.0
Sprach- und Bildungsförderung SprInt gGmbH,1739258998.221562,mpbzp2akuT8,14,1.0,0,1.0
Campaign Against Living Miserably,1739258998.221562,Xj73Rxg_evA,11,0.0,0,0.0
Bail Project,1739258998.221562,gZTaX9hJ1n4,8,0.0,0,0.0
Palestinian Youth Movement,1739258998.221562,wT9QFBYLG1U,2,0.0,0,0.0
National Abortion Federation,1739258998.221562,JBKKJb_M3CU,8,0.0,0,0.0
National Abortion Federation,1739258998.221562,86OHukSFCB0,9,0.0,0,0.0
War Child,1739258998.221562,JWj86Ul-rSk,67,6.0,0,0.0
ReFOCUS Media Labs,1739258998.221562,X-4_Pv5j7_4,24,3.0,0,0.0
Seacology,1739258998.221562,2lR8QTkqvw4,8,2.0,0,0.0
Cure CLCN6,1739258998.221562,GriWDWSuDoQ,8,1.0,0,1.0
Girls for change Initiative,1739258998.221562,531Csu1WYSg,6,0.0,0,0.0
Small Miracles,1739258998.221562,a1w7YAdqrq0,14,0.0,0,0.0
ASISTA Immigration Assistance,1739258998.221562,8SOhKeKEg-0,4,1.0,0,0.0
Lets Plant e.V.,1739258998.221562,SCKLiE6vbo0,6,0.0,0,0.0
Thirst Project,1739258998.221562,_xs_If6ZYQ8,79,4.0,0,
Hear Your Song,1739258998.221562,pValiVTC_OA,3,0.0,0,0.0
The Friendship Circle,1739258998.221562,VnxvYaHQ5GM,23,2.0,0,0.0
The Starfish Foundation,1739258998.221562,78UdfaoOMUE,18,2.0,0,0.0
Michael J. Fox Foundation,1739258998.221562,OecVeMx8dcQ,21,5.0,0,2.0
Now I Lay Me Down to Sleep,1739258998.221562,EJrwlQRZH3c,33,6.0,0,0.0
Alveus Sanctuary,1739258998.221562,BXpGj9xtuik,8,0.0,0,0.0
LifeSmart Education,1739258998.221562,zFBVCA6EJqI,15,2.0,0,0.0
The J.E.D. Foundation,1739258998.221562,DuzKAoRRrxk,6,0.0,0,0.0
War Child,1739258998.221562,SY8zztFtJi4,5,,0,0.0
cancer research institute,1739258998.221562,u99OyBTLinw,9,2.0,0,0.0
Campaign Against Living Miserably,1739258998.221562,KHG-aeaPE8Y,18,2.0,0,0.0
Gamers Outreach,1739258998.221562,NWSBm9ad50w,37,5.0,0,2.0
"Carabiner Collections, Inc.",1739258998.221562,7y7pwxzGTE0,30,6.0,0,0.0
Puppies Behind Bars,1739258998.221562,Y3fKGOPyC8I,15,6.0,0,0.0
Project Drawdown,1739258998.221562,_-klp4LR0dE,19,3.0,0,
She's The First,1739258998.221562,oXl1ooMdq00,159,3.0,0,1.0
ReliefAid,1739258998.221562,4qHyKYXp9SM,18,1.0,0,0.0
Amigxs Del M.A.R.,1739258998.221562,m_MlSc721Y0,43,9.0,0,
Palomacy Pigeon & Dove Adoptions,1739258998.221562,CtRhyOE6bDA,9,1.0,0,
She's The First,1739258998.221562,OsGeoMijWTE,10,0.0,0,0.0
Legacy Youth Leadership,1739258998.221562,iwbENZeeSd0,23,1.0,0,2.0
United Mitochondrial Disease Foundation,1739258998.221562,UkWbeDkSdwk,14,0.0,0,0.0
National Eating Disorders Association,1739258998.221562,mBy0oNhDaBU,33,4.0,0,0.0
Malala Fund,1739258998.221562,RqAx5SeGT_Y,17,0.0,0,1.0
Communitopia,1739258998.4397793,9FNLoRhAWHg,29,3.0,0,0.0
WaterAid,1739258998.4397793,vaXmiy0ph4Q,24,3.0,0,0.0
Equal Justice Initiative,1739258998.4397793,q2XWX4eGSzk,4,0.0,0,0.0
Limbs for Life,1739258998.4397793,4G6nNGHT2wg,31,2.0,0,0.0
Cosmopolitan Party Foundation,1739258998.4397793,snHhDawECpc,30,1.0,0,0.0
Prison Book Program,1739258998.4397793,LFQHTOF7OP4,11,1.0,0,2.0
Legacy Youth Leadership,1739258998.4397793,nHadd1lvsk0,1259,154.0,0,24.0
She's The First,1739258998.4397793,6gLDG345BYA,8,1.0,0,1.0
Encouraging Women Across All Borders,1739258998.4397793,omk-RAUXtRs,4,0.0,0,0.0
Collaborative Family Healthcare Association,1739258998.4397793,192Sy3VILDk,25,1.0,0,0.0
PCHR,1739258998.4397793,hSYhBJEK2NQ,20,7.0,0,2.0
UNRWA USA,1739258998.4397793,M3r0Q73sfpw,22,7.0,0,2.0
FREE2LUV,1739258998.4397793,vEs8R03-h-8,17,1.0,0,0.0
Disability EmpowHer Network,1739258998.4397793,KaCAFG1oKgI,8,0.0,0,0.0
Prison Book Program,1739258998.4397793,GMIge_zAqRA,18,1.0,0,0.0
The Northwest Hub,1739258998.4397793,r8B00aaAay4,13,1.0,0,1.0
Not Forgotten,1739258998.4397793,tNlmWBTOxtg,13,1.0,0,0.0
ACLU,1739258998.4397793,oZWke0AjPUg,20,0.0,0,
This Star Won't Go Out,1739258998.4397793,cODIZZO9Lpg,44,8.0,0,2.0
Sandy Hook Promise,1739258998.4397793,LT-QblUea78,11,0.0,0,0.0
OpenMRS,1739258998.4397793,9K9ApHfiUF4,86,15.0,0,0.0
Digital4Good x #ICANHELP,1739258998.4397793,5Ws19y7Vi0g,22,3.0,0,0.0
The Superhero Project,1739258998.4397793,ErKhUbOPMRw,4,1.0,0,1.0
Day One,1739258998.4397793,Ftjj7UzVP2Q,18,2.0,0,0.0
Ophelias Place,1739258998.4397793,AbrkoU89LJA,14,1.0,0,1.0
DoSomething.org,1739258998.4397793,M4mbNoNFm7U,46,2.0,0,1.0
Giving What We Can,1739258998.4397793,P-iLbQWwvbU,53,9.0,0,0.0
Scarleteen,1739258998.4397793,uDylAlyOJhQ,38,3.0,0,2.0
She's The First,1739258998.4397793,rZzZhijtWEY,27,3.0,0,2.0
No Means No Worldwide,1739258998.4397793,8xuGqjh2tpE,24,1.0,0,0.0
Literacy for Life,1739258998.4397793,yGDp8HYKOk4,9,0.0,0,0.0
St. Jude Children's Research Hospital,1739258998.4397793,WKDFM9by1AI,5,0.0,0,0.0
NATIONAL LGBTQ TASK FORCE,1739258998.4397793,ZLpPZUcxIhI,62,3.0,0,0.0
American Foundation for Suicide Prevention,1739258998.4397793,8Q4_Os2b4EU,12,1.0,0,0.0
Aquatic Life Institute,1739258998.4397793,yi92iApYedc,13,0.0,0,0.0
LOVEPAWS,1739258998.4397793,C84i_b9UAAU,4,0.0,0,0.0
wellpower,1739258998.4397793,gAl27XrKnPw,14,2.0,0,0.0
Sinergia Animal,1739258998.4397793,GAwnMts_jDk,8,1.0,0,0.0
Thirst Project,1739258998.4397793,d8ctD_IqcTU,8,0.0,0,0.0
Centre for the Governance of AI,1739258998.4397793,Wj6To4Cvkd4,11,0.0,0,0.0
Seacology,1739258998.4397793,IXGbTByySQ4,55,2.0,0,0.0
Tinykittens,1739258998.4397793,LXeWkow-Egs,3,0.0,0,0.0
GLOBAL REFUGE,1739258998.4397793,y3Fer8VD64Q,30,3.0,0,0.0
Animal Sanctuary Aurora,1739258998.4397793,1TfErf1aNSk,16,3.0,0,0.0
Instrument Shop,1739258998.4397793,65TR20LQOLM,47,5.0,0,1.0
Sphinx Academy,1739258998.4397793,GxeY4Tok-iQ,12,1.0,0,0.0
Sentience,1739258998.4397793,L-EHVUn9hSQ,71,8.0,0,1.0
Kafessiz Turkiye,1739258998.4397793,rGWxS6kNc5E,6,0.0,0,0.0
Sinergia Animal,1739258998.4397793,gPVEtZYL1aY,9,0.0,0,0.0
Awakening Recovery,1739258998.4397793,ryvQjhKI7Rk,4,1.0,0,0.0
Mermaids UK,1739258998.6474538,-MViUL06nHw,97,6.0,0,2.0
Time Out Youth,1739258998.6474538,BqrsO-g8Aio,24,3.0,0,3.0
True Colors United,1739258998.6474538,Zloo8G1faCY,22,5.0,0,0.0
Missoula Friends of the Shelter,1739258998.6474538,vCaysaBRCHs,13,1.0,0,1.0
Thirst Project,1739258998.6474538,4ccvi7IN0Xs,11,0.0,0,0.0
Thirst Project,1739258998.6474538,SFMBiOCFX-k,7,0.0,0,0.0
Campaign Against Living Miserably,1739258998.6474538,DonE1m6iQn4,153,17.0,0,0.0
Belong Center,1739258998.6474538,ighOL3KLPpY,5,0.0,0,0.0
Happy Doggo,1739258998.6474538,cgw2zMk5-gc,3876,1085.0,0,46.0
StepUp Greensboro,1739258998.6474538,c-UVDeoy_mI,43,8.0,0,1.0
Palestinian American Community Center,1739258998.6474538,w-kkBaehG8I,30,5.0,0,7.0
Asian American Community Fund of Pennsylvania,1739258998.6474538,QS8KKg9z7iE,32,,0,7.0
Thirst Project,1739258998.6474538,2O54BQ6jQJ8,8,1.0,0,0.0
Mollesnejta,1739258998.6474538,cB_YPlKo4gs,29,7.0,0,0.0
Yoga and Sports for Refugees,1739258998.6474538,FjtvPPwtpZQ,21,4.0,0,1.0
The Social Teahouse Foundation,1739258998.6474538,4DZspjt9FAY,5,0.0,0,0.0
Animal Advocacy Careers,1739258998.6474538,TSCJOuzXWFY,20,0.0,0,0.0
Queer Lexikon e.V.,1739258998.6474538,dOQsMuhRLcw,34,7.0,0,0.0
Habibi.Works,1739258998.6474538,qWkf7V2i9mY,15,1.0,0,0.0
Animal Advocacy Careers,1739258998.6474538,Y6zA69ZtkSw,20,1.0,0,0.0
Habibi.Works,1739258998.6474538,Xs2NpcSP7s8,34,5.0,0,0.0
Legacy Youth Leadership,1739258998.6474538,HIz49A1EwrA,5,0.0,0,0.0
Stichting Heuvelrug Theater,1739258998.6474538,RUDfjOJkzcs,72,5.0,0,0.0
Habibi.Works,1739258998.6474538,FrMh7y1ctWs,51,1.0,0,0.0
Veganuary,1739258998.6474538,xvgmypOM6qQ,98,21.0,0,5.0
A child a dream a future - Un enfant un rêve un avenir,1739258998.6474538,XMSHR2dniI0,20,1.0,0,0.0
Animal Charity Evaluators,1739258998.6474538,0JA_fxAzTd4,21,,0,0.0
Good Food Institute,1739258998.6474538,aM_z8BowHIo,43,3.0,0,0.0
Acceptess-T,1739258998.6474538,-I16aclOG0Q,29,2.0,0,0.0
She's The First,1739258998.6474538,aO6fEnTv0C4,11,1.0,0,0.0
Kick it for Cancer,1739258998.6474538,g9sabU5xzuQ,16,1.0,0,
Veganuary,1739258998.6474538,oe21KLKup40,12,0.0,0,0.0
Veganuary,1739258998.6474538,BFgOot11A3Q,88,19.0,0,4.0
Campaign Against Living Miserably,1739258998.6474538,BShcMtCXyHE,761,149.0,0,11.0
Faunalytics,1739258998.6474538,RpQtut7rbVg,28,6.0,0,0.0
Faunalytics,1739258998.6474538,AXuKLzEzYB8,37,6.0,0,0.0
Good Food Institute,1739258998.6474538,PBDU33b5NnI,25,5.0,0,0.0
ACTRA,1739258998.6474538,k5Xxtw4bPcY,25,3.0,0,0.0
Children Change Colombia,1739258998.6474538,Ctdgg3f_fz4,31,4.0,0,0.0
Access to Medicines Initiative,1739258998.6474538,s7pclN8h2Qs,15,4.0,0,0.0
Good Food Institute,1739258998.6474538,mufXVHo5wZU,10,1.0,0,0.0
GiveDirectly,1739258998.6474538,BDy5M1IxNB4,4,1.0,0,0.0
Lead Exposure Elimination Project,1739258998.6474538,7lIC7MuGFEw,10,1.0,0,1.0
Children's Future International,1739258998.6474538,yDW9Cpgyddc,12,4.0,0,0.0
International Campaign to Abolish Nuclear Weapons,1739258998.6474538,lmerP2002FY,6,1.0,0,0.0
She's The First,1739258998.6474538,BUWGU6agTw4,20,2.0,0,0.0
Friends of Rescue Animals,1739258998.6474538,ifU_B2YXHFE,10,0.0,0,0.0
Midtown Greenway Coalition,1739258998.6474538,M56fqbPtUo8,8,0.0,0,0.0
Prescription Joy,1739258998.6474538,yaf8XK005IM,7,1.0,0,0.0
Giving What We Can,1739258998.6474538,JX4lMoT4AuU,189,29.0,0,1.0
New Roots Institute,1739258998.9002712,fhYG-T3q1HU,42,8.0,0,0.0
Meals For Unity,1739258998.9002712,mBJBXn3R_no,18,0.0,0,1.0
Global Changemakers,1739258998.9002712,Ujj1j2HrwOU,6,0.0,0,0.0
Kids of Hope School,1739258998.9002712,2m27ea0sAHY,104,4.0,0,
Ecology Project International,1739258998.9002712,TOnKSdt9ud8,7,0.0,0,0.0
Ecology Project International,1739258998.9002712,nWZy5k-J9Es,8,0.0,0,0.0
Ecology Project International,1739258998.9002712,A0Yl33PFKNQ,10,0.0,0,0.0
Ecology Project International,1739258998.9002712,c22X8uQRtes,9,0.0,0,0.0
Ecology Project International,1739258998.9002712,JRyE4PsuCw8,7,0.0,0,0.0
Ecology Project International,1739258998.9002712,bX6KROrdwP4,9,0.0,0,0.0
Autistica,1739258998.9002712,QFXb-CWH_IQ,10,0.0,0,0.0
Ecology Project International,1739258998.9002712,NgSEsKLD4BM,11,0.0,0,0.0
Ecology Project International,1739258998.9002712,0fsNrPG2hD0,6,0.0,0,0.0
Ecology Project International,1739258998.9002712,JnU4-CI9kms,15,0.0,0,0.0
Ecology Project International,1739258998.9002712,67QRqAZO3tQ,6,0.0,0,0.0
Ecology Project International,1739258998.9002712,71zfUyZ5d44,7,0.0,0,0.0
Ecology Project International,1739258998.9002712,ZECA6HZb9lk,10,0.0,0,0.0
Ecology Project International,1739258998.9002712,u09kmWZt0pw,13,2.0,0,0.0
Campaign Against Living Miserably,1739258998.9002712,d5QYP6Kvs78,53,1.0,0,1.0
Big Sky Youth Empowerment,1739258998.9002712,cP8moqTRNN8,8,0.0,0,0.0
Aquatic Life Institute,1739258998.9002712,csnKW74g6Mo,26,3.0,0,0.0
Underdog Animal Rescue and Rehab,1739258998.9002712,qxxKtXsvXi8,12,0.0,0,0.0
Prison Book Program,1739258998.9002712,TNbai9ilZys,28,2.0,0,2.0
ReliefAid,1739258998.9002712,yMPnTHj220k,170,4.0,0,0.0
TB Alliance,1739258998.9002712,Bxxdh9F4HPg,5,1.0,0,0.0
Fistula Foundation,1739258998.9002712,cLqCBcY6Quc,18,1.0,0,0.0
Legacy Youth Leadership,1739258998.9002712,kF_ZoD5B8zI,745,118.0,0,15.0
Autistica,1739258998.9002712,VBH5UbYV7cs,14,1.0,0,0.0
She's The First,1739258998.9002712,j7nQxGK4RVg,794,169.0,0,13.0
PauseAI,1739258998.9002712,qOD05tpGcGA,31,4.0,0,0.0
selfm-aid,1739258998.9002712,Bdes9ZFx8BE,42,0.0,0,0.0
Wild Animal Initiative,1739258998.9002712,c46nRss4H1Y,70,8.0,0,1.0
Autistica,1739258998.9002712,iOMXZVYPl9M,20,1.0,0,1.0
RiseBoro Community Partnership,1739258998.9002712,FU3VUqmYqdM,32,2.0,0,0.0
Fungi Foundation,1739258998.9002712,F_aht8V1krw,11,0.0,0,1.0
ACLU,1739258998.9002712,iQFKTACdM84,129,4.0,0,0.0
selfm-aid,1739258998.9002712,AMCz9k5-jNs,19,0.0,0,0.0
Veganuary,1739258998.9002712,Jvb_ZGh_5WY,142,24.0,0,3.0
She's The First,1739258998.9002712,R5qSZOJn5kM,33,8.0,0,
Blood Cancer UK,1739258998.9002712,5GhkSMmOhKk,4,0.0,0,0.0
Autistica,1739258998.9002712,PAsUZmI8O0I,11,2.0,0,1.0
Teens4TeensHelp,1739258998.9002712,-45YVcHLzzk,25,0.0,0,0.0
Legacy Youth Leadership,1739258998.9002712,Sr_1VkhfTcI,16,1.0,0,0.0
Animal Equality,1739258998.9002712,1i4wZa4rrsQ,641,73.0,0,12.0
Autistica,1739258998.9002712,UXwO7XCYFjA,15,2.0,0,1.0
This Star Won't Go Out,1739258998.9002712,SYCLLYiDVzs,8,1.0,0,0.0
Legacy Youth Leadership,1739258998.9002712,iyRppvr16MU,8,1.0,0,0.0
"Safe To Be, Inc.",1739258998.9002712,vgjQMk0sZr0,21,1.0,0,1.0
Kate's Club,1739258998.9002712,G7SirW6ZLcY,54,11.0,0,0.0
Misfits Rehab,1739258998.9002712,Bk1KmdUb6rA,23,0.0,0,0.0
Kindness Begins with Me,1739258999.1253128,nYF_0PClM98,10,0.0,0,0.0
Habibi.Works,1739258999.1253128,UXsQugFHDXQ,169,5.0,0,0.0
Queer Liberation Library,1739258999.1253128,itcYvJI89a4,48,7.0,0,3.0
Furkids Animal Rescue & Shelters,1739258999.1253128,Uqrb0oGg6wc,11,0.0,0,0.0
On The Move Art Studio,1739258999.1253128,mVF1XB2Kcow,12,1.0,0,1.0
NephCure Kidney International,1739258999.1253128,yFpYHMxivrU,11,1.0,0,4.0
ProVeg International,1739258999.1253128,UW16EnO2-Hk,92,4.0,0,0.0
Squires Empowering Young Dads,1739258999.1253128,oU8T0-BTdB0,28,2.0,0,1.0
World Central Kitchen,1739258999.1253128,xrpsNmqPOJ8,40,4.0,0,3.0
Give Kids the World,1739258999.1253128,x1jvIn5SImc,19,0.0,0,0.0
Centre for the Governance of AI,1739258999.1253128,nrOgoyPoysg,15,2.0,0,0.0
Spiro,1739258999.1253128,Gf1yNKRN6m8,35,5.0,0,3.0
Against Malaria Foundation,1739258999.1253128,ojnCQES1X5w,18,1.0,0,1.0
Missoula Urban Demonstration Project (MUD),1739258999.1253128,bs0PK85S0nQ,17,1.0,0,0.0
Legacy Youth Leadership,1739258999.1253128,PE-X9Q2PmVw,37,1.0,0,0.0
American Humane Society,1739258999.1253128,9scCrzOLRQo,168,11.0,0,3.0
Associação Auxílio e Amizade (Aid & Friendship Association),1739258999.1253128,4iIaphydDE8,88,8.0,0,6.0
Teens4TeensHelp,1739258999.1253128,UijfbnqE5Yc,34,1.0,0,
Habibi.Works,1739258999.1253128,bp8YFv0L1qw,145,14.0,0,0.0
Legacy Youth Leadership,1739258999.1253128,mg9iKHCNMjI,9,0.0,0,0.0
Barefoot Shakespeare Company,1739258999.1253128,2aOSsO4xUls,8,1.0,0,2.0
Sustainability Matters,1739258999.1253128,4P419a8MFd4,135,10.0,0,1.0
She's The First,1739258999.1253128,hmiZHeuyJmQ,36,3.0,0,3.0
Camp Lilac,1739258999.1253128,QD4WF2EvD2I,57,8.0,0,2.0
ReliefAid,1739258999.1253128,PwUxuIlcJf4,235,5.0,0,1.0
Youth With A Mission Hopeland,1739258999.1253128,Sz9dD5w1uCY,55,4.0,0,0.0
Doctors Without Borders,1739258999.1253128,66QRzXghR-0,17,0.0,0,2.0
Animal Charity Evaluators,1739258999.1253128,0jw8LvKMSZo,33,0.0,0,0.0
ReliefAid,1739258999.1253128,yfGHDX0rUWs,106,2.0,0,1.0
Habibi.Works,1739258999.1253128,Nb2KanuAUQM,173,8.0,0,0.0
ReliefAid,1739258999.1253128,rdTxkuSPxD0,137,6.0,0,2.0
Girl Scouts of the USA,1739258999.1253128,1nKaDnTa1Y4,8,0.0,0,
Chattanooga Free Store,1739258999.1253128,nGUz1vSgWsI,29,2.0,0,5.0
Legacy Youth Leadership,1739258999.1253128,19sMrqcuFz4,10,0.0,0,0.0
Legacy Youth Leadership,1739258999.1253128,qVdJZtr_1zs,23,0.0,0,0.0
Chris Wivholm Foundation,1739258999.1253128,BaoTrXPAYE0,36,2.0,0,0.0
Habibi.Works,1739258999.1253128,TysN0anTcHU,66,6.0,0,0.0
Greater Change Foundation,1739258999.1253128,uUgC8hTDw8I,14,1.0,0,1.0
Rainbow Trust Children's Charity,1739258999.1253128,tPuGP8BoKsI,131,5.0,0,2.0
Habibi.Works,1739258999.1253128,Q7aUOh_kf5Y,196,10.0,0,1.0
Seattle Humane Society,1739258999.1253128,CMW6QB-pfdA,40,0.0,0,0.0
Manchester True Collaborative,1739258999.1253128,aTdVVLXPYAc,28,2.0,0,3.0
ReliefAid,1739258999.1253128,dSG6nu4XAPQ,844,53.0,0,1.0
ReliefAid,1739258999.1253128,wGQ2DcycMNs,227,4.0,0,1.0
Herd and Flock Animal Sanctuary,1739258999.1253128,o5mbFcooXIg,14,0.0,0,0.0
Foundation for an Independent Tomorrow (FIT),1739258999.1253128,sabrxrhHND0,6,0.0,0,1.0
"Renesting Project, Inc.",1739258999.1253128,QS3SF_wkSiI,64,6.0,0,4.0
