coreproject,pmid,applid,title,journal,year,doi,pmc,grants,authors,citation
R01CA248323,36138170,11133363,Modular cytokine receptor-targeting chimeras for targeted degradation of cell surface and extracellular proteins.,Nat Biotechnol,2023,10.1038/s41587-022-01456-2,9931583,[],"['Pance K', 'Gramespacher JA', 'Byrnes JR', 'Salangsang F', 'Serrano JC', 'Cotton AD', 'Steri V', 'Wells JA']","Pance K, et al. Modular cytokine receptor-targeting chimeras for targeted degradation of cell surface and extracellular proteins. Modular cytokine receptor-targeting chimeras for targeted degradation of cell surface and extracellular proteins. 2023; 41:273-281. doi: 10.1038/s41587-022-01456-2"
R01NS128461,37896238,10881982,Focused Ultrasound-Mediated Delivery of Anti-Programmed Cell Death-Ligand 1 Antibody to the Brain of a Porcine Model.,Pharmaceutics,2023,10.3390/pharmaceutics15102479,10610297,[],"['Fadera S', 'Chukwu C', 'Stark AH', 'Yue Y', 'Xu L', 'Chien CY', 'Yuan J', 'Chen H']","Fadera S, et al. Focused Ultrasound-Mediated Delivery of Anti-Programmed Cell Death-Ligand 1 Antibody to the Brain of a Porcine Model. Focused Ultrasound-Mediated Delivery of Anti-Programmed Cell Death-Ligand 1 Antibody to the Brain of a Porcine Model. 2023; 15:(unknown pages). doi: 10.3390/pharmaceutics15102479"
R01NS128461,36993173,10881982,First-in-human prospective trial of sonobiopsy in glioblastoma patients using neuronavigation-guided focused ultrasound.,medRxiv,2023,10.1101/2023.03.17.23287378,10055591,[],"['Yuan J', 'Xu L', 'Chien CY', 'Yang Y', 'Yue Y', 'Fadera S', 'Stark AH', 'Schwetye KE', 'Nazeri A', 'Desai R', 'Athiraman U', 'Chaudhuri AA', 'Chen H', 'Leuthardt EC']","Yuan J, et al. First-in-human prospective trial of sonobiopsy in glioblastoma patients using neuronavigation-guided focused ultrasound. First-in-human prospective trial of sonobiopsy in glioblastoma patients using neuronavigation-guided focused ultrasound. 2023; (unknown volume):(unknown pages). doi: 10.1101/2023.03.17.23287378"
R01NS128461,37598243,10881982,Transcranial focused ultrasound-induced blood‒brain barrier opening in mice without shaving hairs.,Sci Rep,2023,10.1038/s41598-023-40598-4,10439893,[],"['Xu L', 'Gong Y', 'Chien CY', 'Leuthardt E', 'Chen H']","Xu L, et al. Transcranial focused ultrasound-induced blood‒brain barrier opening in mice without shaving hairs. Transcranial focused ultrasound-induced blood‒brain barrier opening in mice without shaving hairs. 2023; 13:13500. doi: 10.1038/s41598-023-40598-4"
R01NS128461,38906479,10881982,Adeno-associated virus vector delivery to the brain: Technology advancements and clinical applications.,Adv Drug Deliv Rev,2024,10.1016/j.addr.2024.115363,11892011,[],"['Ye D', 'Chukwu C', 'Yang Y', 'Hu Z', 'Chen H']","Ye D, et al. Adeno-associated virus vector delivery to the brain: Technology advancements and clinical applications. Adeno-associated virus vector delivery to the brain: Technology advancements and clinical applications. 2024; 211:115363. doi: 10.1016/j.addr.2024.115363"
R01NS128461,37717084,10881982,First-in-human prospective trial of sonobiopsy in high-grade glioma patients using neuronavigation-guided focused ultrasound.,NPJ Precis Oncol,2023,10.1038/s41698-023-00448-y,10505140,[],"['Yuan J', 'Xu L', 'Chien CY', 'Yang Y', 'Yue Y', 'Fadera S', 'Stark AH', 'Schwetye KE', 'Nazeri A', 'Desai R', 'Athiraman U', 'Chaudhuri AA', 'Chen H', 'Leuthardt EC']","Yuan J, et al. First-in-human prospective trial of sonobiopsy in high-grade glioma patients using neuronavigation-guided focused ultrasound. First-in-human prospective trial of sonobiopsy in high-grade glioma patients using neuronavigation-guided focused ultrasound. 2023; 7:92. doi: 10.1038/s41698-023-00448-y"
R01NS128461,38531173,10881982,Quality assurance for focused ultrasound-induced blood-brain barrier opening procedure using passive acoustic detection.,EBioMedicine,2024,10.1016/j.ebiom.2024.105066,10987799,[],"['Chien CY', 'Xu L', 'Yuan J', 'Fadera S', 'Stark AH', 'Athiraman U', 'Leuthardt EC', 'Chen H']","Chien CY, et al. Quality assurance for focused ultrasound-induced blood-brain barrier opening procedure using passive acoustic detection. Quality assurance for focused ultrasound-induced blood-brain barrier opening procedure using passive acoustic detection. 2024; 102:105066. doi: 10.1016/j.ebiom.2024.105066"
R01EY028666,32097748,10802911,Multifunctional synthetic Bowman's membrane-stromal biomimetic for corneal reconstruction.,Biomaterials,2020,10.1016/j.biomaterials.2020.119880,7236884,[],"['Wang X', 'Majumdar S', 'Soiberman U', 'Webb JN', 'Chung L', 'Scarcelli G', 'Elisseeff JH']","Wang X, et al. Multifunctional synthetic Bowman's membrane-stromal biomimetic for corneal reconstruction. Multifunctional synthetic Bowman's membrane-stromal biomimetic for corneal reconstruction. 2020; 241:119880. doi: 10.1016/j.biomaterials.2020.119880"
R01ES030380,37682723,10980804,Invited Perspective: Making the Implicit Explicit-Connecting Environmental Health Literacy and Exposure Report-Back.,Environ Health Perspect,2023,10.1289/EHP13493,10489875,[],['Hoover AG'],Hoover AG. Invited Perspective: Making the Implicit Explicit-Connecting Environmental Health Literacy and Exposure Report-Back. Invited Perspective: Making the Implicit Explicit-Connecting Environmental Health Literacy and Exposure Report-Back. 2023; 131:91301. doi: 10.1289/EHP13493
R01AI186809,39230306,11009423,Three families of CD4-induced antibodies are associated with the capacity of plasma from people living with HIV to mediate ADCC in the presence of CD4-mimetics.,J Virol,2024,10.1128/jvi.00960-24,11495032,[],"['Tauzin A', 'Marchitto L', 'Bélanger É', 'Benlarbi M', 'Beaudoin-Bussières G', 'Prévost J', 'Yang D', 'Chiu T-J', 'Chen H-C', 'Bourassa C', 'Medjahed H', 'Korzeniowski MK', 'Gottumukkala S', 'Tolbert WD', 'Richard J', 'Smith AB', 'Pazgier M', 'Finzi A']","Tauzin A, et al. Three families of CD4-induced antibodies are associated with the capacity of plasma from people living with HIV to mediate ADCC in the presence of CD4-mimetics. Three families of CD4-induced antibodies are associated with the capacity of plasma from people living with HIV to mediate ADCC in the presence of CD4-mimetics. 2024; 98:e0096024. doi: 10.1128/jvi.00960-24"
R01CA284593,38384444,10890879,Oligo-PROTAC strategy for cell-selective and targeted degradation of activated STAT3.,Mol Ther Nucleic Acids,2024,10.1016/j.omtn.2024.102137,10879796,[],"['Hall J', 'Zhang Z', 'Bhattacharya S', 'Wang D', 'Alcantara M', 'Liang Y', 'Swiderski P', 'Forman S', 'Kwak L', 'Vaidehi N', 'Kortylewski M']","Hall J, et al. Oligo-PROTAC strategy for cell-selective and targeted degradation of activated STAT3. Oligo-PROTAC strategy for cell-selective and targeted degradation of activated STAT3. 2024; 35:102137. doi: 10.1016/j.omtn.2024.102137"
R01CA282781,39120312,10846712,Therapy-Induced Cellular Senescence: Potentiating Tumor Elimination or Driving Cancer Resistance and Recurrence?,Cells,2024,10.3390/cells13151281,11312217,[],"['Liu Y', 'Lomeli I', 'Kron SJ']","Liu Y, et al. Therapy-Induced Cellular Senescence: Potentiating Tumor Elimination or Driving Cancer Resistance and Recurrence?. Therapy-Induced Cellular Senescence: Potentiating Tumor Elimination or Driving Cancer Resistance and Recurrence?. 2024; 13:(unknown pages). doi: 10.3390/cells13151281"
R01EY028666,39606723,10802911,Consensus Statement on Brillouin Light Scattering Microscopy of Biological Materials.,ArXiv,2024,,11601801,[],"['Bouvet P', 'Bevilacqua C', 'Ambekar Y', 'Antonacci G', 'Au J', 'Caponi S', 'Chagnon-Lessard S', 'Czarske J', 'Dehoux T', 'Fioretto D', 'Fu Y', 'Guck J', 'Hamann T', 'Heinemann D', 'Jähnke T', 'Jean-Ruel H', 'Kabakova I', 'Koski K', 'Koukourakis N', 'Krause D', 'La Cavera S', 'Landes T', 'Li J', 'Margueritat J', 'Mattarelli M', 'Monaghan M', 'Overby DR', 'Perez-Cota F', 'Pontecorvo E', 'Prevedel R', 'Ruocco G', 'Sandercock J', 'Scarcelli G', 'Scarponi F', 'Testi C', 'Török P', 'Vovard L', 'Weninger W', 'Yakovlev V', 'Yun SH', 'Zhang J', 'Palombo F', 'Bilenca A', 'Elsayad K']","Bouvet P, et al. Consensus Statement on Brillouin Light Scattering Microscopy of Biological Materials. Consensus Statement on Brillouin Light Scattering Microscopy of Biological Materials. 2024; (unknown volume):(unknown pages)."
R01CA276525,38617078,11062923,"An inexpensive ""do-it-yourself"" device for rapid generation of uniform tumor spheroids.",Device,2024,10.1016/j.device.2024.100255,11008532,[],"['Namgung B', 'Dai H', 'Prathyushaa Vikraman P', 'Saha T', 'Sengupta S', 'Lin Jang H']","Namgung B, et al. An inexpensive ""do-it-yourself"" device for rapid generation of uniform tumor spheroids. An inexpensive ""do-it-yourself"" device for rapid generation of uniform tumor spheroids. 2024; 2:(unknown pages). doi: 10.1016/j.device.2024.100255"
R01DE032406,38617078,11077887,"An inexpensive ""do-it-yourself"" device for rapid generation of uniform tumor spheroids.",Device,2024,10.1016/j.device.2024.100255,11008532,[],"['Namgung B', 'Dai H', 'Prathyushaa Vikraman P', 'Saha T', 'Sengupta S', 'Lin Jang H']","Namgung B, et al. An inexpensive ""do-it-yourself"" device for rapid generation of uniform tumor spheroids. An inexpensive ""do-it-yourself"" device for rapid generation of uniform tumor spheroids. 2024; 2:(unknown pages). doi: 10.1016/j.device.2024.100255"
R01NS102917,33120025,10883380,"Recent Advances in Electrical Neural Interface Engineering: Minimal Invasiveness, Longevity, and Scalability.",Neuron,2020,10.1016/j.neuron.2020.10.011,7646678,[],"['Luan L', 'Robinson JT', 'Aazhang B', 'Chi T', 'Yang K', 'Li X', 'Rathore H', 'Singer A', 'Yellapantula S', 'Fan Y', 'Yu Z', 'Xie C']","Luan L, et al. Recent Advances in Electrical Neural Interface Engineering: Minimal Invasiveness, Longevity, and Scalability. Recent Advances in Electrical Neural Interface Engineering: Minimal Invasiveness, Longevity, and Scalability. 2020; 108:302-321. doi: 10.1016/j.neuron.2020.10.011"
R01NS136622,39078097,11077761,Improving Sensitivity and Longevity of In Vivo Glutamate Sensors with Electrodeposited NanoPt.,ACS Appl Mater Interfaces,2024,10.1021/acsami.4c06692,11310907,[],"['Robbins EM', 'Wong B', 'Pwint MY', 'Salavatian S', 'Mahajan A', 'Cui XT']","Robbins EM, et al. Improving Sensitivity and Longevity of In Vivo Glutamate Sensors with Electrodeposited NanoPt. Improving Sensitivity and Longevity of In Vivo Glutamate Sensors with Electrodeposited NanoPt. 2024; 16:40570-40580. doi: 10.1021/acsami.4c06692"
R01NS102917,38728138,10883380,Ultraflexible electrodes for recording neural activity in the mouse spinal cord during motor behavior.,Cell Rep,2024,10.1016/j.celrep.2024.114199,11233142,[],"['Wu Y', 'Temple BA', 'Sevilla N', 'Zhang J', 'Zhu H', 'Zolotavin P', 'Jin Y', 'Duarte D', 'Sanders E', 'Azim E', 'Nimmerjahn A', 'Pfaff SL', 'Luan L', 'Xie C']","Wu Y, et al. Ultraflexible electrodes for recording neural activity in the mouse spinal cord during motor behavior. Ultraflexible electrodes for recording neural activity in the mouse spinal cord during motor behavior. 2024; 43:114199. doi: 10.1016/j.celrep.2024.114199"
R01NS102917,34284369,10883380,Multi-scale neural decoding and analysis.,J Neural Eng,2021,10.1088/1741-2552/ac160f,8840800,[],"['Lu HY', 'Lorenc ES', 'Zhu H', 'Kilmarx J', 'Sulzer J', 'Xie C', 'Tobler PN', 'Watrous AJ', 'Orsborn AL', 'Lewis-Peacock J', 'Santacruz SR']","Lu HY, et al. Multi-scale neural decoding and analysis. Multi-scale neural decoding and analysis. 2021; 18:(unknown pages). doi: 10.1088/1741-2552/ac160f"
R01NS102917,36403326,10883380,Longitudinal neural and vascular recovery following ultraflexible neural electrode implantation in aged mice.,Biomaterials,2022,10.1016/j.biomaterials.2022.121905,9701172,[],"['He F', 'Sun Y', 'Jin Y', 'Yin R', 'Zhu H', 'Rathore H', 'Xie C', 'Luan L']","He F, et al. Longitudinal neural and vascular recovery following ultraflexible neural electrode implantation in aged mice. Longitudinal neural and vascular recovery following ultraflexible neural electrode implantation in aged mice. 2022; 291:121905. doi: 10.1016/j.biomaterials.2022.121905"
R01NS102917,35036472,10883380,Chronic co-implantation of ultraflexible neural electrodes and a cranial window.,Neurophotonics,2022,10.1117/1.NPh.9.3.032204,8756486,[],"['Yin R', 'Noble BC', 'He F', 'Zolotavin P', 'Rathore H', 'Jin Y', 'Sevilla N', 'Xie C', 'Luan L']","Yin R, et al. Chronic co-implantation of ultraflexible neural electrodes and a cranial window. Chronic co-implantation of ultraflexible neural electrodes and a cranial window. 2022; 9:032204. doi: 10.1117/1.NPh.9.3.032204"
R01NS102917,37235473,10883380,"Low-threshold, high-resolution, chronically stable intracortical microstimulation by ultraflexible electrodes.",Cell Rep,2023,10.1016/j.celrep.2023.112554,10592461,[],"['Lycke R', 'Kim R', 'Zolotavin P', 'Montes J', 'Sun Y', 'Koszeghy A', 'Altun E', 'Noble B', 'Yin R', 'He F', 'Totah N', 'Xie C', 'Luan L']","Lycke R, et al. Low-threshold, high-resolution, chronically stable intracortical microstimulation by ultraflexible electrodes. Low-threshold, high-resolution, chronically stable intracortical microstimulation by ultraflexible electrodes. 2023; 42:112554. doi: 10.1016/j.celrep.2023.112554"
R01NS102917,37289556,10883380,Emerging Penetrating Neural Electrodes: In Pursuit of Large Scale and Longevity.,Annu Rev Biomed Eng,2023,10.1146/annurev-bioeng-090622-050507,11078330,[],"['Luan L', 'Yin R', 'Zhu H', 'Xie C']","Luan L, et al. Emerging Penetrating Neural Electrodes: In Pursuit of Large Scale and Longevity. Emerging Penetrating Neural Electrodes: In Pursuit of Large Scale and Longevity. 2023; 25:185-205. doi: 10.1146/annurev-bioeng-090622-050507"
R01CA248323,35481357,11133363,Roadmap for Optimizing and Broadening Antibody-Based PROTACs for Degradation of Cell Surface Proteins.,ACS Chem Biol,2022,10.1021/acschembio.2c00185,,[],"['Gramespacher JA', 'Cotton AD', 'Burroughs PWW', 'Seiple IB', 'Wells JA']","Gramespacher JA, et al. Roadmap for Optimizing and Broadening Antibody-Based PROTACs for Degradation of Cell Surface Proteins. Roadmap for Optimizing and Broadening Antibody-Based PROTACs for Degradation of Cell Surface Proteins. 2022; 17:1259-1268. doi: 10.1021/acschembio.2c00185"
R01CA248323,38099269,11133363,Secreted HLA-Fc fusion profiles immunopeptidome in hypoxic PDAC and cellular senescence.,PNAS Nexus,2023,10.1093/pnasnexus/pgad400,10720946,[],"['Rettko NJ', 'Kirkemo LL', 'Wells JA']","Rettko NJ, et al. Secreted HLA-Fc fusion profiles immunopeptidome in hypoxic PDAC and cellular senescence. Secreted HLA-Fc fusion profiles immunopeptidome in hypoxic PDAC and cellular senescence. 2023; 2:pgad400. doi: 10.1093/pnasnexus/pgad400"
R01CA248323,35257663,11133363,Cell-surface tethered promiscuous biotinylators enable comparative small-scale surface proteomic analysis of human extracellular vesicles and cells.,Elife,2022,10.7554/eLife.73982,8983049,[],"['Kirkemo LL', 'Elledge SK', 'Yang J', 'Byrnes JR', 'Glasgow JE', 'Blelloch R', 'Wells JA']","Kirkemo LL, et al. Cell-surface tethered promiscuous biotinylators enable comparative small-scale surface proteomic analysis of human extracellular vesicles and cells. Cell-surface tethered promiscuous biotinylators enable comparative small-scale surface proteomic analysis of human extracellular vesicles and cells. 2022; 11:(unknown pages). doi: 10.7554/eLife.73982"
R01NS102917,32353330,10883380,Spikes to Pixels: Camera Chips for Large-scale Electrophysiology.,Trends Neurosci,2020,10.1016/j.tins.2020.03.001,,[],"['Lycke R', 'Sun L', 'Luan L', 'Xie C']","Lycke R, et al. Spikes to Pixels: Camera Chips for Large-scale Electrophysiology. Spikes to Pixels: Camera Chips for Large-scale Electrophysiology. 2020; 43:269-271. doi: 10.1016/j.tins.2020.03.001"
R01EY029023,33170283,11050128,A Coincident Thinning Index for Keratoconus Identification Using OCT Pachymetry and Epithelial Thickness Maps.,J Refract Surg,2020,10.3928/1081597X-20200925-01,8629024,[],"['Pavlatos E', 'Chen S', 'Yang Y', 'Wang Q', 'Huang D', 'Li Y']","Pavlatos E, et al. A Coincident Thinning Index for Keratoconus Identification Using OCT Pachymetry and Epithelial Thickness Maps. A Coincident Thinning Index for Keratoconus Identification Using OCT Pachymetry and Epithelial Thickness Maps. 2020; 36:757-765. doi: 10.3928/1081597X-20200925-01"
R01EY029023,35616503,11050128,Measuring corneal astigmatism using OCT in keratoconus.,J Cataract Refract Surg,2022,10.1097/j.jcrs.0000000000000977,10414777,[],"['Llorens-Quintana C', 'Lee DJ', 'Pavlatos E', 'Chamberlain W', 'Huang D', 'Li Y']","Llorens-Quintana C, et al. Measuring corneal astigmatism using OCT in keratoconus. Measuring corneal astigmatism using OCT in keratoconus. 2022; 48:1285-1291. doi: 10.1097/j.jcrs.0000000000000977"
R01EY029023,37827941,11050128,Characterization of the external limbus on corneoscleral topography with ultrawide-field optical coherence tomography.,Cont Lens Anterior Eye,2023,10.1016/j.clae.2023.102065,10842492,[],"['Llorens-Quintana C', 'Li Y', 'Chen S', 'Fujimoto JG', 'Huang D']","Llorens-Quintana C, et al. Characterization of the external limbus on corneoscleral topography with ultrawide-field optical coherence tomography. Characterization of the external limbus on corneoscleral topography with ultrawide-field optical coherence tomography. 2023; 46:102065. doi: 10.1016/j.clae.2023.102065"
R01EY029023,33409001,11050128,Eye motion correction algorithm for OCT-based corneal topography.,Biomed Opt Express,2020,10.1364/BOE.412209,7747916,[],"['Pavlatos E', 'Huang D', 'Li Y']","Pavlatos E, et al. Eye motion correction algorithm for OCT-based corneal topography. Eye motion correction algorithm for OCT-based corneal topography. 2020; 11:7343-7356. doi: 10.1364/BOE.412209"
R01EY029023,33181629,11050128,Keratoconus detection using OCT corneal and epithelial thickness map parameters and patterns.,J Cataract Refract Surg,2021,10.1097/j.jcrs.0000000000000498,8131403,[],"['Yang Y', 'Pavlatos E', 'Chamberlain W', 'Huang D', 'Li Y']","Yang Y, et al. Keratoconus detection using OCT corneal and epithelial thickness map parameters and patterns. Keratoconus detection using OCT corneal and epithelial thickness map parameters and patterns. 2021; 47:759-766. doi: 10.1097/j.jcrs.0000000000000498"
R01EY029023,34326282,11050128,Accuracy of OCT-derived net corneal astigmatism measurement.,J Cataract Refract Surg,2022,10.1097/j.jcrs.0000000000000766,8792105,[],"['Llorens-Quintana C', 'Pavlatos E', 'Thaware O', 'Gupta S', 'Gradin D', 'Romfh D', 'Li Y', 'Huang D']","Llorens-Quintana C, et al. Accuracy of OCT-derived net corneal astigmatism measurement. Accuracy of OCT-derived net corneal astigmatism measurement. 2022; 48:267-274. doi: 10.1097/j.jcrs.0000000000000766"
R01EY029023,35946999,11050128,Detection of Corneal Ectasia Using OCT Maps of Pachymetry and Posterior Surface Mean Curvature.,J Refract Surg,2022,10.3928/1081597X-20220711-01,10311947,[],"['Pavlatos E', 'Chen S', 'Chamberlain W', 'Huang D', 'Li Y']","Pavlatos E, et al. Detection of Corneal Ectasia Using OCT Maps of Pachymetry and Posterior Surface Mean Curvature. Detection of Corneal Ectasia Using OCT Maps of Pachymetry and Posterior Surface Mean Curvature. 2022; 38:502-510. doi: 10.3928/1081597X-20220711-01"
R01EY029023,35156455,11050128,Differentiating Between Contact Lens Warpage and Keratoconus Using OCT Maps of Corneal Mean Curvature and Epithelial Thickness.,J Refract Surg,2022,10.3928/1081597X-20211116-01,8870421,[],"['Pavlatos E', 'Harkness B', 'Louie D', 'Chamberlain W', 'Huang D', 'Li Y']","Pavlatos E, et al. Differentiating Between Contact Lens Warpage and Keratoconus Using OCT Maps of Corneal Mean Curvature and Epithelial Thickness. Differentiating Between Contact Lens Warpage and Keratoconus Using OCT Maps of Corneal Mean Curvature and Epithelial Thickness. 2022; 38:112-119. doi: 10.3928/1081597X-20211116-01"
R01EY029023,32901829,11050128,Enrichment of Oxygen Concentration Over Simulated Corneal Surface Through Noncontact Oxygen Delivery Device.,J Refract Surg,2020,10.3928/1081597X-20200611-01,8860776,[],"['Thaware OC', 'Huang D']",Thaware OC and Huang D. Enrichment of Oxygen Concentration Over Simulated Corneal Surface Through Noncontact Oxygen Delivery Device. Enrichment of Oxygen Concentration Over Simulated Corneal Surface Through Noncontact Oxygen Delivery Device. 2020; 36:613-616. doi: 10.3928/1081597X-20200611-01
R01CA281928,39229105,10861037,Tracking clonal evolution of drug resistance in ovarian cancer patients by exploiting structural variants in cfDNA.,bioRxiv,2024,10.1101/2024.08.21.609031,11370573,[],"['Williams MJ', 'Vázquez-García I', 'Tam G', 'Wu M', 'Varice N', 'Havasov E', 'Shi H', 'Satas G', 'Lees HJ', 'Lee JJ', 'Myers MA', 'Zatzman M', 'Rusk N', 'Ali E', 'Shah RH', 'Berger MF', 'Mohibullah N', 'Lakhman Y', 'Chi DS', 'Abu-Rustum NR', 'Aghajanian C', 'McPherson A', 'Zamarin D', 'Loomis B', 'Weigelt B', 'Friedman CF', 'Shah SP']","Williams MJ, et al. Tracking clonal evolution of drug resistance in ovarian cancer patients by exploiting structural variants in cfDNA. Tracking clonal evolution of drug resistance in ovarian cancer patients by exploiting structural variants in cfDNA. 2024; (unknown volume):(unknown pages). doi: 10.1101/2024.08.21.609031"
R01CA281801,39920014,10896444,Association of Prior PARP Inhibitor Exposure with Clinical Outcomes after 177Lu-PSMA-617 in Men with Castration-resistant Prostate Cancer and Mutations in DNA Homologous Recombination Repair Genes.,Eur Urol Oncol,2025,10.1016/j.euo.2025.01.002,,[],"['Raychaudhuri R', 'Tuchayi AM', 'Low SK', 'Arafa AT', 'Graham LS', 'Gulati R', 'Pritchard CC', 'Montgomery RB', 'Haffner MC', 'Nelson PS', 'Yu EY', 'Hawley JE', 'Cheng HH', 'Mo G', 'Chen DL', 'Antonarakis ES', 'Kilari D', 'Hope TA', 'Iravani A', 'Schweizer MT']","Raychaudhuri R, et al. Association of Prior PARP Inhibitor Exposure with Clinical Outcomes after 177Lu-PSMA-617 in Men with Castration-resistant Prostate Cancer and Mutations in DNA Homologous Recombination Repair Genes. Association of Prior PARP Inhibitor Exposure with Clinical Outcomes after 177Lu-PSMA-617 in Men with Castration-resistant Prostate Cancer and Mutations in DNA Homologous Recombination Repair Genes. 2025; (unknown volume):(unknown pages). doi: 10.1016/j.euo.2025.01.002"
R01CA275015,38915565,10885188,Identification of a gene expression signature of vascular invasion and recurrence in stage I lung adenocarcinoma via bulk and spatial transcriptomics.,bioRxiv,2024,10.1101/2024.06.07.597993,11195124,[],"['Steiner D', 'Sultan L', 'Sullivan T', 'Liu H', 'Zhang S', 'LeClerc A', 'Alekseyev YO', 'Liu G', 'Mazzilli SA', 'Zhang J', 'Rieger-Christ K', 'Burks EJ', 'Beane J', 'Lenburg ME']","Steiner D, et al. Identification of a gene expression signature of vascular invasion and recurrence in stage I lung adenocarcinoma via bulk and spatial transcriptomics. Identification of a gene expression signature of vascular invasion and recurrence in stage I lung adenocarcinoma via bulk and spatial transcriptomics. 2024; (unknown volume):(unknown pages). doi: 10.1101/2024.06.07.597993"
R21MD019345,39499991,11057000,Minority stress mediates associations of sexual minority state policies and tobacco use among US sexual minority young adults.,Drug Alcohol Depend,2024,10.1016/j.drugalcdep.2024.112477,11796630,[],"['Romm KF', 'Vogel EA', 'Dyar C', 'Drabble LA', 'Cavazos-Rehg PA', 'Berg CJ']","Romm KF, et al. Minority stress mediates associations of sexual minority state policies and tobacco use among US sexual minority young adults. Minority stress mediates associations of sexual minority state policies and tobacco use among US sexual minority young adults. 2024; 265:112477. doi: 10.1016/j.drugalcdep.2024.112477"
R01CA293995,38851780,10973136,"Artificial intelligence-based epigenomic, transcriptomic and histologic signatures of tobacco use in oral squamous cell carcinoma.",NPJ Precis Oncol,2024,10.1038/s41698-024-00605-x,11162452,[],"['Viet CT', 'Asam KR', 'Yu G', 'Dyer EC', 'Kochanny S', 'Thomas CM', 'Callahan NF', 'Morlandt AB', 'Cheng AC', 'Patel AA', 'Roden DF', 'Young S', 'Melville J', 'Shum J', 'Walker PC', 'Nguyen KK', 'Kidd SN', 'Lee SC', 'Folk GS', 'Viet DT', 'Grandhi A', 'Deisch J', 'Ye Y', 'Momen-Heravi F', 'Pearson AT', 'Aouizerat BE']","Viet CT, et al. Artificial intelligence-based epigenomic, transcriptomic and histologic signatures of tobacco use in oral squamous cell carcinoma. Artificial intelligence-based epigenomic, transcriptomic and histologic signatures of tobacco use in oral squamous cell carcinoma. 2024; 8:130. doi: 10.1038/s41698-024-00605-x"
R01CA293995,39041628,10973136,Artificial Intelligence Applications in Oral Cancer and Oral Dysplasia.,Tissue Eng Part A,2024,10.1089/ten.TEA.2024.0096,11564848,[],"['Viet CT', 'Zhang M', 'Dharmaraj N', 'Li GY', 'Pearson AT', 'Manon VA', 'Grandhi A', 'Xu K', 'Aouizerat BE', 'Young S']","Viet CT, et al. Artificial Intelligence Applications in Oral Cancer and Oral Dysplasia. Artificial Intelligence Applications in Oral Cancer and Oral Dysplasia. 2024; 30:640-651. doi: 10.1089/ten.TEA.2024.0096"
R01EY028666,36383352,10802911,Multiple Optical Elastography Techniques Reveal the Regulation of Corneal Stiffness by Collagen XII.,Invest Ophthalmol Vis Sci,2022,10.1167/iovs.63.12.24,9680591,[],"['Nair A', 'Ambekar YS', 'Zevallos-Delgado C', 'Mekonnen T', 'Sun M', 'Zvietcovich F', 'Singh M', 'Aglyamov S', 'Koch M', 'Scarcelli G', 'Espana EM', 'Larin KV']","Nair A, et al. Multiple Optical Elastography Techniques Reveal the Regulation of Corneal Stiffness by Collagen XII. Multiple Optical Elastography Techniques Reveal the Regulation of Corneal Stiffness by Collagen XII. 2022; 63:24. doi: 10.1167/iovs.63.12.24"
R01AI183314,39120647,11125744,Diagnostic Performances of an in-House Immunochromatography Test Based on the Monoclonal Antibody 18B7 to Glucuronoxylomannan for Clinical Suspected Cryptococcosis: a Large-Scale Prototype Evaluation in Northern Thailand.,Mycopathologia,2024,10.1007/s11046-024-00882-x,11517805,[],"['Pruksaphon K', 'Amsri A', 'Thammasit P', 'Nosanchuk JD', 'Aiumurai P', 'Youngchim S']","Pruksaphon K, et al. Diagnostic Performances of an in-House Immunochromatography Test Based on the Monoclonal Antibody 18B7 to Glucuronoxylomannan for Clinical Suspected Cryptococcosis: a Large-Scale Prototype Evaluation in Northern Thailand. Diagnostic Performances of an in-House Immunochromatography Test Based on the Monoclonal Antibody 18B7 to Glucuronoxylomannan for Clinical Suspected Cryptococcosis: a Large-Scale Prototype Evaluation in Northern Thailand. 2024; 189:75. doi: 10.1007/s11046-024-00882-x"
R01AI183314,39932289,11125744,mGem: A quarter century with the Pirofski-Casadevall damage response framework-a dynamic construct for understanding microbial pathogenesis.,mBio,2025,10.1128/mbio.02945-24,11898690,[],['Nosanchuk JD'],Nosanchuk JD. mGem: A quarter century with the Pirofski-Casadevall damage response framework-a dynamic construct for understanding microbial pathogenesis. mGem: A quarter century with the Pirofski-Casadevall damage response framework-a dynamic construct for understanding microbial pathogenesis. 2025; 16:e0294524. doi: 10.1128/mbio.02945-24
